0.743035711	0.4369067012	1.0113337022	0.1284987633	0.0387609816	0.5656361141	1.2824712878	0.00449714	0.9824570412	0.7663436766	1.0679106303	1.3446360263	1.6627716827	0.4748703531	1.14912817	0.7751518643	0.9290932876	0.5217678877
0.1648835493	-0.03353383	1.5454925771	1.3409667639	0.3245362013	1.4458360633	0.6460117644	0.1148727389	1.1468136766	0.4524533113	0.4299037499	1.920672847	0.4857165939	0.0759250444	1.3953027568	-0.657313881	-0.580940741	1.0773916893
1.8722125582	1.4751012231	2.1936780462	1.1351440195	0.5634809325	0.8976600591	1.6542149603	0.9772510621	0.543774736	0.9465625166	1.1379030714	0.7796352997	1.0398015146	0.8540379359	1.1488731912	1.1047593775	0.8205411665	1.3407157121
1.3137379795	0.4012033499	1.5106631066	0.2350833169	0.8913570966	1.0294710239	1.1199358203	0.0697415022	1.0911118666	0.9000491353	-0.280980696	1.279747533	1.8490477738	0.335520416	0.909460004	1.0088387233	0.5856304349	1.2556977904
0.0948653493	-0.842562892	1.0260948812	-0.114289896	-0.259453742	0.1213805601	-0.337318093	-0.598860008	-0.22315701	-0.210235712	-0.219696935	0.5337623776	-0.978267122	-0.351558204	0.3091360293	0.2908113821	0.8574493008	0.9572909263
0.125105483	0.4171057837	-0.637535959	0.2957327968	0.0879501321	0.1191985063	-0.057237951	-0.172918474	-0.840975307	-0.629625415	-0.455455066	-0.869282164	-0.154426006	0.2908756767	-0.781009273	-0.130866419	-0.196605091	-0.454616627
-0.915756097	-0.205461264	-0.172476188	-0.853297025	-0.575012076	-0.374104408	-0.239508008	0.3251155747	0.2979830637	-0.295529876	-0.131687092	1.5977881765	-0.340398499	-0.592514097	-0.42148421	-0.62623478	0.0776546537	0.3817843672
0.9866671061	1.3583819103	-0.412644932	1.6728453493	1.6363536388	-0.112468228	2.2211902785	1.0227127753	0.0410303185	1.5231295962	1.8651411345	0.0927273529	1.6448773532	1.3124595081	-0.436203311	-0.084971757	0.2257789418	0.246435216
0.7054611742	0.7408391318	-0.267845307	0.6694294806	0.9643849406	0.2140754581	1.0916574465	0.2784620291	1.6577134235	0.4606891624	0.3852392661	0.1499613217	1.0543613994	0.5780948959	-0.265105023	-0.031524709	-0.494011501	1.0807795636
0.6897765782	1.2430147727	0.542821452	1.2126307369	0.3943528525	1.0234905698	0.6160043914	0.0561265732	0.8485622306	0.4629748873	0.6370936608	1.413691329	0.9841412914	0.550685561	2.3514254671	0.5156431326	0.7821963569	0.6651054548
0.5114034339	0.6225862299	0.1378910043	0.0934791268	0.1918546961	-0.571454253	0.0330362566	0.110343089	0.2553097526	-0.191138042	0.4136748945	0.2688535117	0.4154314413	-0.210784054	-0.032264048	0.151072946	0.422654149	0.5054905613
0.9848115172	0.7114967032	0.4918504894	0.1813815904	0.601120606	0.7814708838	0.3899924524	0.6777009921	1.150725895	0.1795442691	0.6478071824	0.0976949551	0.6751328914	0.8122348783	-0.539428316	1.1576947907	0.6979098442	0.3021229128
-0.719142648	-0.532472793	0.8858571515	-0.875175578	-0.646961714	0.0693976508	0.3472502198	-0.081812246	0.4343026777	-0.084116656	0.2498843569	1.5889721741	0.2675250767	0.2696910114	0.1324971909	-0.435352994	-0.282736088	0.1548775179
0.3190134181	-0.481359018	0.3994035034	1.2478745999	0.4183028289	1.1637802965	0.844287048	0.1002249078	0.4654803516	0.1110001446	-0.138744526	0.5689989136	0.2763830931	0.2938621807	0.1866877271	0.292919053	0.1722068407	0.210630048
0.1169856224	0.1531538278	0.0398109215	0.4904608521	0.8668809775	1.012359416	0.7542170266	1.0063453854	1.0904240855	0.6853291503	0.0847689355	1.5401198796	0.7854010109	0.4313021533	0.8028534261	0.3299284298	0.2737981346	0.5594163376
0.6748330837	-0.130065304	1.124703773	-0.240724151	0.3498998499	0.5696353538	-0.236507213	-0.227892386	0.5096318521	0.2106819137	0.1107198134	-0.34555071	0.0511427779	0.1194828737	-0.009083484	0.0319755406	0.670751197	-0.48858686
0.5402328117	-0.011354769	0.9047182676	0.7298707783	-0.117743881	0.4885377619	1.2670036322	-0.331872752	1.3290880417	1.4034517565	0.0329656112	1.0236681926	0.2381977859	-0.042689479	0.9332867697	2.2758201894	0.3932957497	0.6930199865
-0.438458056	0.2252836947	0.0017136882	-0.372033118	0.0079243149	-0.337748341	-0.297026742	0.6603547095	0.3470078073	-0.249284898	-0.04014589	-0.640400632	-0.964375353	-0.077022026	-0.412061707	0.1123511528	-0.433202789	0.3194339276
-0.549538204	-0.512159944	-0.771399507	-0.133757245	-0.025726908	0.4534791328	-0.643739834	0.9673595351	0.0593413626	1.1597245362	0.9152066466	0.6093881651	0.0375780069	0.4222550574	-0.193794573	0.2979202819	-0.064141248	-0.215705569
0.5455242743	0.3990803756	1.0496622659	0.5329187959	0.4250288285	0.5930383001	0.6633149169	0.495544775	0.8490713064	0.7964361149	0.4909951146	0.2960743754	-0.112372107	0.4416168198	0.5049426	-0.226466893	0.1711946645	0.3802421134
-0.096321705	-0.101755745	-0.347794971	-0.396399603	-0.188933785	-0.004068693	-0.367724439	0.4317284527	0.2709275449	-0.508842903	0.0618573352	0.1162667614	0.8057902709	0.3675400588	0.672664732	0.623247014	0.040159677	0.8179156694
-0.39460181	0.1159567429	0.1477354308	0.2192344894	-0.028258944	0.7780085781	0.5121626516	0.1832733181	0.189665681	0.6418516306	0.721594043	1.0722306852	0.8165708897	-0.204727761	-0.00145215	0.2842465854	-0.314991885	0.4103475133
-0.086399281	0.1470486991	0.0690803388	-0.104955016	0.1711688269	0.1171567315	0.6660635791	0.0335657389	0.3957785229	0.2815692455	-0.040087919	0.1333167256	0.0885033921	0.4667251464	0.5897924936	-0.677889341	0.1952156815	0.9435710851
0.3610803647	0.4740545129	1.119021147	0.3126872853	0.5845075911	-0.025854398	0.3122091107	0.2097316026	0.6161946077	0.0403596395	0.2111502683	1.0692258527	0.2571259743	0.4677922417	1.0688440002	-0.586860654	-0.270703265	1.0795675199
-0.016288685	0.1141257133	0.0441201149	0.3537670191	0.3208127816	0.9368215104	0.2073639634	0.3153070304	0.8832404668	0.8447500662	-0.110092881	0.551233448	0.6224304722	-0.328906349	1.9797529515	0.4456570915	-0.194856481	1.1358405691
-0.063757547	-0.002870766	0.7873140692	0.4958675776	0.7787562118	0.0321078335	0.4733465813	1.3785602772	1.3382747865	0.9598352604	0.1242713848	0.046100886	-0.055174782	-0.456873473	-0.279006224	-0.682182265	0.1465899419	1.0046034211
-1.194866614	-0.353340264	-0.839664796	-0.748180399	-0.122736139	-0.585677877	-0.350939669	-0.126890572	0.603960853	-0.228179403	0.1442329333	-0.005503613	-1.217801286	-0.623112266	-2.011876473	-1.036375524	-0.619491334	-0.708608561
