27.076843462	29.368436751	29.660957753	29.173427653	27.892524543	27.840053105
24.733987911	27.054678784	27.941573536	25.271065057	26.702874547	28.035221653
13.923170445	12.462895413	13.356225423	15.842818561	15.946126306	15.361828921
23.662015171	24.681246807	24.156289764	26.112090558	25.385152694	24.78045466
23.77538812	25.610552306	25.38681854	25.2706663	28.239839331	31.23735398
24.201056935	22.289882459	22.665084631	22.911915761	24.075235718	23.057075582
30.583686516	29.879280755	30.939803701	29.276975441	29.913496314	28.44048262
20.770507993	20.096975663	20.457604718	22.850220237	21.369985589	21.132813839
21.020429597	25.072212988	22.911477829	21.635780459	22.411812298	23.001427148
29.546075584	31.548339896	34.260206097	35.448662503	34.438510231	31.748492635
24.946015146	25.728081075	22.638538497	22.822213093	22.945754599	22.644247306
27.15940646	27.900687415	25.810781319	27.578840276	26.070774742	28.368359455
25.842017328	25.69508516	25.962283651	23.584372118	26.940106723	24.827557121
26.072853847	26.4963598	27.562609429	25.500549088	26.576276826	28.135434298
25.535884169	26.748326745	24.527531913	22.645412838	23.670277541	23.389119362
24.592135607	23.261590054	23.621773265	21.752644598	23.03048619	20.872762983
30.749999251	34.186117745	35.63077556	33.490617329	33.878505163	29.55406594
17.240477781	18.534646417	16.796693465	20.432757532	17.122906182	18.342909516
26.392069115	25.928874158	25.945080941	25.585561244	26.329289219	24.696151539
34.95807379	31.530687046	33.456931776	31.443509999	33.706052797	33.965014304
14.107657135	13.776780611	14.142940872	15.487341577	15.993879939	13.40976911
23.891775249	21.622619307	21.683361906	23.145031271	22.407001264	22.029938674
22.243082449	21.811155954	25.623653551	24.640435038	27.379724915	25.661716253
25.843802366	23.991157236	25.789848758	24.808844817	25.669901986	25.208525849
23.294682475	25.170927489	24.940764243	27.321084225	26.532504933	25.576965945
39.171790976	39.808053868	41.466788562	38.607610614	39.543609917	40.534046949
28.751885359	29.406375949	28.044162102	29.311115211	28.776418007	29.348675216
31.131495912	32.659862857	33.56645054	33.841960226	36.449169018	35.500226556
22.735085983	24.95414463	25.02061323	22.956578953	21.927478079	23.411689016
13.65467976	12.37808911	13.652380839	13.457009569	16.228785705	13.17453245
28.303398778	26.807145706	25.222999486	27.773787107	29.578039919	31.47762401
28.561018993	28.448269402	30.146326615	29.033549939	28.826017015	27.98576794
23.58339554	25.400870678	25.105433514	24.325395545	24.817563639	26.764444347
17.534241609	15.759182783	13.686073246	14.603803058	13.008625635	12.46055262
20.111456446	23.374200026	24.250295458	25.672625595	24.084076346	25.726943779
26.714981832	26.959577926	28.410692419	28.153222983	26.646043978	29.632620612
26.038441892	30.454840193	31.861740791	34.608585514	30.948789561	33.582841506
31.232834052	32.917030877	32.650251609	32.678349595	31.844871283	29.835750529
24.894977497	21.356972067	22.640560201	23.759639433	26.110151688	25.903449758
29.899307652	32.412393261	33.230040852	35.993473533	32.274429154	35.9321933
31.441808633	30.938564902	30.253719659	29.70861861	27.92638923	28.629829006
28.19186521	27.250735482	28.317238312	26.922595017	29.992307739	29.384997801
27.54352581	29.251391102	28.01068975	28.673803294	29.253041076	32.805657702
28.636892542	26.678465913	28.896336963	27.546970518	28.651326261	24.980774754
27.577015909	28.66010156	28.587817849	29.199493841	28.558152123	26.94818667
