68 1 3.3095602318 2.0179211621 0.5969300375 0.6668880217 0.344994941 1.4211664154 0.8849364352 0.9419385187 0 68
76 0 2.1094355951 -0.843956913 -0.279931521 0.4511899196 0.6386712758 -0.209541518 0.4956599025 0.7453236679 1 111
66 1 0.6804711509 1.0279790568 1.7387289767 0.9416003773 0.4289241473 0.1748735617 -0.139861917 0.8414457332 1 111
73 1 2.6900841431 0.8815722311 1.406177474 1.1099378702 1.7436974816 2.0578010514 0.8313299773 1.6456335473 0 78
75 0 3.346695748 2.3356995522 2.0787920134 1.0527902784 2.2100974091 0.8306172756 0.4580807121 0.3048105165 1 111
70 1 2.3537895933 1.1966248878 1.8562623701 0.9353500091 -0.740887227 -0.714189655 -0.870490731 0.0765334575 1 111
78 1 1.5067008264 0.8247583412 1.3917061963 -0.238178061 -0.306149737 -1.634913062 -1.090896707 -0.424576543 1 111
74 0 1.8232145896 -0.536039158 0.0750422518 -0.63389809 0.5870172168 0.628229818 0.8052539712 0.9128916706 1 111
75 1 3.7316236565 0.9896805068 -0.43166392 0.6764111593 -0.908926941 -0.953545091 -0.883713307 -1.126672009 1 111
71 1 3.6828471439 1.9237555687 2.2123862772 -0.570421436 -0.043360739 1.0766179757 -0.059556405 -0.426145126 1 111
77 1 4.8102097818 0.4337112137 1.2259018151 0.053982813 -0.649926208 -0.088786071 -0.427686379 -0.387655635 0 99
76 1 1.3512590213 0.2556639459 0.0610549568 0.1203445756 0.9860175756 -0.983784342 -0.278597259 0.0554021557 1 111
70 1 3.0664626897 1.6130765419 1.5811993754 0.3263081637 2.3565139415 0.7001351286 -0.054999732 1.2726469432 1 111
66 0 1.8663140389 0.6224818067 -0.260399618 0.0693053781 -0.970981233 1.4376402501 0.4817637207 0.9818339421 0 51
80 0 1.9671302956 0.4418451825 -0.46770182 0.0061867924 0.3664816738 1.8537131875 0.8813469439 1.7565286922 0 76
72 0 3.8447042905 0.6927294385 0.2553168931 -0.023127478 0.1048494582 -0.274587354 -0.670474937 -0.478008849 1 111
74 0 1.8597139749 0.2360400805 -0.344534146 -1.042509466 1.1541951524 2.073846765 2.15795682 0.5637766877 0 79
82 1 2.1644498541 1.1390337057 -0.165077797 -0.120791984 -1.080486344 0.2767929534 -0.095403776 0.4346024134 0 41
78 1 2.0675049599 1.7129660101 1.2021088856 1.5477874905 0.6709032159 0.5407029742 0.3537201774 0.362151981 0 71
85 1 2.0323790231 1.1910416582 0.4111161734 1.1112020746 0.6517896366 0.6763923914 0.8782151654 0.7542110296 1 111
82 1 1.7119558239 0.4512988437 0.1381460637 0.5894587301 -0.373537276 -0.945653861 -0.547212311 -1.084724203 1 111
70 1 3.3205580297 0.3641282307 0.6025820916 -0.016457871 0.1872215683 0.2814925727 0.4979686056 0.640350608 1 111
81 1 2.2734627146 0.3589735775 0.0596141309 1.0026620468 0.4136254637 1.8940726478 1.4737186291 0.7269087216 0 40
64 1 2.7922848369 0.7795708557 0.0959319534 -0.071876523 -0.471070359 0.3768206048 0.1654038014 -0.29663042 0 97
70 0 0.5302479522 0.3908811691 0.340224607 -0.512256171 0.6360325347 0.61452952 0.4370620789 1.6741956982 1 111
66 1 2.0175853431 1.4121134952 2.301998014 0.91939618 0.856056872 1.3760653194 0.4971648265 1.5066576726 1 111
63 1 0.6385559078 0.8159593372 2.5398661735 1.940891865 0.0318457733 2.1478920819 1.0987725873 0.9903717617 1 111
84 0 3.3272704211 0.0868966153 0.5467185862 -0.092185626 1.3437397993 0.1324338338 -0.689011005 0.4391849716 0 97
80 1 2.3474082343 0.1262513336 0.660312909 0.1719205436 1.6427179705 1.0926025612 0.7477437824 1.3741875719 1 111
91 1 2.4219000855 -0.322232005 -0.283467103 -0.684320864 -0.672028603 -0.277276062 0.4094952866 -0.127019734 0 46
73 0 0.4019290079 -1.204997756 -0.246271213 -0.050205224 0.7181264911 0.9583435197 0.7758242133 0.5599865526 0 63
71 0 2.3343785529 -0.885790559 -1.034547251 0.1232930416 0.148557453 0.0969061936 -0.298713906 0.0631464602 0 67
78 1 1.1194271207 0.8700987615 0.8807523459 0.0781215279 1.1769035746 1.4355465444 0.7743814044 1.2605827077 1 111
73 1 1.8510696614 1.622540668 0.1793750095 -0.20527197 1.2791268633 0.7405941721 0.2214337954 -0.051812932 1 111
76 1 2.4309361545 2.6411527483 1.4137058503 1.1274800043 0.218569433 -0.200691197 1.0175837584 0.6336323336 1 111
73 0 2.1055692123 -1.048837304 -1.057162121 -0.568561815 0.3291219054 -0.107527177 0.7408498529 0.3425868848 1 111
66 0 2.417643233 1.291083153 1.103141956 1.1734592451 -0.738128267 0.5208267004 0.1393450153 0.5891940153 1 111
77 1 2.2307369079 -0.116052986 -1.127389481 0.75293495 -0.034288194 0.9554176177 -0.054757285 0.9145736735 0 43
73 1 2.458089129 -0.244811598 -0.43731694 0.0313951761 0.8127844498 1.2102230176 1.2406524636 2.1952728214 0 70
70 1 1.3690847415 0.6075346841 -0.533176447 0.5327446097 -0.355499168 0.0591952032 -0.084196405 1.0457917523 1 111
79 1 1.3935091204 2.1549520122 2.3126521282 1.9049950184 1.0234765855 0.6700975244 1.0324567186 0.8255304315 1 111
81 1 0.2058350484 1.6848935498 0.4369206663 -0.277370873 0.2350488539 0.171148519 -1.049313627 -0.831579307 1 111
76 1 1.0951989532 1.2168279798 0.9752125651 0.34600285 2.2845930617 2.1761218254 1.2929374295 2.2164782487 1 111
78 1 2.4219135642 0.2686579053 0.9114882334 1.3857333884 -0.502711408 -0.573593256 -0.825940072 -0.89069692 0 95
81 1 2.7383372208 0.5830374721 0.6805445067 0.4268773119 -1.644912118 0.2068865132 0.2509993784 0.090842874 1 111
81 0 1.6483469304 1.1594007234 0.3085180887 0.7326560408 0.8995292516 0.5322153331 1.4448882389 1.5078565497 1 111
74 0 2.9546762419 -0.126756471 -0.128811043 0.7468206791 1.6434379102 2.4600480805 1.6028935293 2.4270778016 1 111
87 1 2.8101057251 1.8386131473 0.5962051167 0.6245421945 0.6043364039 1.9812384196 1.0397623686 0.9494364045 0 72
86 0 2.3635847745 1.0872311081 1.231297957 0.167124565 -0.002695374 -0.176440628 0.1065710387 0.9264715727 1 111
70 1 0.7047189865 0.7535731217 1.5599516506 0.4315580531 0.4345924814 -0.619177178 -1.284195608 -0.821574237 1 111
74 1 -0.02520508 1.2714388236 0.4739244888 -0.533985133 0.7799389636 0.5429699245 0.4973347348 -0.344348496 1 111
76 1 3.2020033738 -0.769583639 -1.086790373 -1.313957476 1.8833753663 1.1608591508 1.0890860619 0.6743860981 1 111
71 0 0.6009291212 -0.154611876 -0.168916286 -0.060839804 -0.106446889 -0.009812322 0.1919534647 0.8275984312 0 86
83 0 2.4738382855 -0.20755023 -0.438604687 -1.015031596 0.7137812938 1.0830373871 -0.198704144 1.4588324281 1 111
